321622,-15,-1349,-21,-60,26,-99,156,7774,-214,-127,,1349.246827
321628,-15,-1349,-21,-58,37,-95,158,7782,-211,-126,,1349.246827
321636,-8,-1347,15,-58,37,-95,158,7782,-211,-126,,1347.107271
321662,-15,-1350,-58,-75,31,-76,163,7777,-203,-126,,1351.328605
321669,-9,-1328,-79,-75,31,-76,178,7780,-252,-126,,1330.378142
321677,-9,-1328,-79,-63,34,-80,178,7780,-252,-126,,1330.378142
321683,-7,-1327,-81,-53,28,-70,178,7780,-252,-126,,1329.488247
321689,-6,-1347,-71,-53,28,-62,189,7770,-230,-126,,1348.883242
321697,-6,-1347,-71,-36,14,-62,189,7770,-230,-126,,1348.883242
321703,-21,-1341,-39,-25,-21,-57,179,7802,-241,-126,,1341.731344
321712,-32,-1338,-17,-29,-42,-64,179,7802,-241,-126,,1338.490568
321718,-36,-1344,-6,-29,-42,-64,179,7802,-241,-126,,1344.495444
321726,-36,-1344,-6,-44,-36,-63,186,7796,-198,-126,,1344.495444
321753,-58,-1331,-26,-31,-33,-64,198,7790,-94,-126,,1332.516792
321759,-54,-1322,-34,-32,-26,-69,198,7790,-94,-126,,1323.539195
321767,-54,-1322,-44,-27,-23,-69,195,7782,-205,-126,,1323.833826
321773,-59,-1328,-44,-25,-20,-75,195,7782,-205,-126,,1330.037969
321781,-60,-1333,2,-25,-20,-75,195,7782,-205,-126,,1334.351153
321787,-37,-1335,10,-15,-8,-87,198,7776,-155,-127,,1335.550074
321796,-37,-1335,10,-18,-7,-84,198,7776,-155,-127,,1335.550074
321802,-30,-1341,20,-18,-7,-84,198,7776,-155,-126,,1341.484625
321810,-14,-1351,35,-28,-34,-89,181,7787,-145,-126,,1351.525804
321816,-29,-1348,26,-33,-36,-91,181,7787,-145,-126,,1348.562568
321843,-48,-1336,-13,-48,-18,-90,195,7779,-197,-126,,1336.925204
321851,-40,-1338,1,-45,-37,-87,195,7779,-197,-126,,1338.598147
321857,-41,-1343,19,-54,-36,-91,195,7779,-197,-126,,1343.760023
321865,-41,-1343,19,-54,-36,-91,182,7763,-194,-127,,1343.760023
321871,-34,-1330,18,-64,-25,-101,182,7763,-194,-127,,1330.556275
321878,-35,-1338,32,-64,-5,-99,182,7763,-194,-127,,1338.84017
321886,-30,-1342,17,-64,-5,-99,187,7785,-188,-127,,1342.442922
321892,-30,-1342,17,-66,29,-96,187,7785,-188,-127,,1342.442922
321900,-26,-1328,-10,-70,49,-98,187,7785,-188,-127,,1328.292137
321906,-30,-1351,-20,-70,49,-98,198,7759,-265,-127,,1351.481039
321933,-6,-1341,-25,-72,53,-92,194,7765,-121,-127,,1341.246435
321941,-2,-1327,-28,-69,29,-94,194,7780,-223,-127,,1327.296877
321947,1,-1333,-23,-69,29,-94,205,7780,-223,-127,,1333.198785
321955,-14,-1346,-21,-71,19,-86,205,7780,-223,-127,,1346.236606
321961,-14,-1346,-21,-72,8,-83,198,7787,-196,-127,,1346.236606
321970,-21,-1334,-40,-72,8,-83,198,7787,-196,-127,,1334.764773
321976,-29,-1332,-58,-64,5,-83,198,7787,-196,-127,,1333.577519
321984,-29,-1329,-72,-68,-7,-84,189,7777,-191,-127,,1331.264812
321990,-30,-1329,-72,-68,-7,-84,189,7777,-191,-127,,1331.286971
321998,-19,-1338,-62,-60,-23,-85,189,7777,-191,-127,,1339.570454
322025,-13,-1344,-13,-34,-5,-76,200,7784,-188,-127,,1344.125738
322031,-13,-1344,-13,-34,-5,-76,200,7784,-188,-127,,1344.125738
322039,-4,-1334,-45,-37,-12,-71,200,7784,-188,-126,,1334.764773
322045,-9,-1333,-59,-43,-52,-63,212,7799,-240,-126,,1334.335415
322054,-17,-1329,-52,-43,-52,-63,212,7799,-240,-126,,1330.125558
322060,-17,-1329,-52,-37,-93,-68,214,7781,-184,-126,,1330.125558
322066,-29,-1336,-43,-24,-86,-68,214,7781,-184,-126,,1337.006358
322074,-30,-1339,1,-24,-86,-68,214,7781,-184,-126,,1339.336403
322080,-30,-1339,1,-21,-71,-62,206,7784,-183,-126,,1339.336403
322088,-24,-1335,3,-23,-64,-64,206,7784,-183,-126,,1335.219083
322115,-46,-1344,10,-18,-21,-60,215,7776,-321,-126,,1344.824152
322121,-20,-1341,14,-14,12,-67,218,7770,-119,-127,,1341.222204
322129,-20,-1341,14,-26,-6,-65,218,7770,-119,-127,,1341.222204
322136,-32,-1332,4,-26,-6,-65,218,7770,-119,-127,,1332.390333
322144,-31,-1345,-6,-34,-37,-65,222,7772,-137,-127,,1345.370581
322150,-31,-1345,250,-29,-35,-76,222,7772,-137,-127,,1368.388103
322158,-31,-1346,9,-29,-35,-76,226,7789,-157,-126,,1346.387017
322164,-24,-1338,-8,-36,-31,-70,226,7789,-157,-126,,1338.239142
322172,-41,-1341,7,-42,-43,-70,226,7789,-157,-126,,1341.644886
322179,-41,-1341,7,-42,-43,-69,215,7763,-151,-127,,1341.644886
322205,-36,-1333,12,-65,-82,-77,202,7768,-183,-127,,1333.540026
322213,-56,-1348,-7,-71,-78,-84,202,7768,-183,-127,,1349.180863
322220,-56,-1327,-33,-71,-78,-84,209,7790,-179,-125,,1328.590983
322228,-58,-1327,-33,-77,-34,-85,209,7790,-179,-125,,1328.676785
322234,-44,-1337,-28,-72,-8,-93,209,7790,-179,-125,,1338.016816
322240,-34,-1338,3,-72,-8,-93,211,7789,-237,-125,,1338.43528
322248,-34,-1338,3,-69,-17,-92,211,7789,-237,-125,,1338.43528
322254,-46,-1350,27,-65,-2,-86,211,7789,-237,-127,,1351.053293
322263,-13,-1336,4,-71,17,-84,205,7775,-165,-127,,1336.069235
322269,-13,-1341,-34,-71,17,-84,205,7775,-165,-127,,1341.493943
322295,-34,-1339,-51,-76,-56,-76,202,7784,-198,-127,,1340.402178
322304,-35,-1335,-65,-76,-56,-76,202,7784,-198,-127,,1337.03964
322310,-27,-1325,-64,-66,-21,-80,202,7784,-198,-127,,1326.819505
322318,-27,-1325,-64,-56,-30,-80,206,7783,-187,-127,,1326.819505
322324,-19,-1345,-48,-56,-30,-85,206,7783,-187,-127,,1345.990342
322332,-19,-1350,-11,-47,-39,-85,206,7783,-187,-127,,1350.178507
322338,-9,-1332,-26,-48,-14,-84,190,7787,-208,-127,,1332.284129
322347,-9,-1332,-26,-45,5,-88,190,7787,-208,-127,,1332.284129
322353,6,-1331,-25,-45,5,-88,190,7787,-208,-127,,1331.248286
322361,-10,-1342,-24,-44,-8,-74,209,7764,-181,-127,,1342.251839
322387,-17,-1327,-89,-41,-14,-70,211,7773,-219,-127,,1330.089847
322394,-17,-1330,-73,-20,-47,-64,205,7782,-177,-125,,1332.110356
322402,-27,-1333,-24,-7,-76,-63,205,7782,-177,-125,,1333.489408
322408,-32,-1351,49,-7,-72,-71,205,7782,-177,-125,,1352.266985
322416,-32,-1351,49,-7,-72,-71,191,7779,-162,-125,,1352.266985
322422,-36,-1348,63,-31,-53,-62,191,7779,-162,-125,,1349.951481
322428,-53,-1326,19,-47,-50,-65,191,7779,-162,-125,,1327.194786
322437,-55,-1331,-43,-47,-50,-65,213,7771,-180,-127,,1332.829697
322443,-55,-1331,-43,-40,-25,-71,213,7771,-180,-127,,1332.829697
322451,-51,-1338,-56,-27,-1,-73,213,7771,-180,-127,,1340.142157
322478,-37,-1334,21,-30,-3,-75,227,7772,-213,-127,,1334.678238
322484,-37,-1334,21,-37,-29,-79,227,7772,-213,-127,,1334.678238
322492,-35,-1344,40,-36,-16,-86,227,7772,-213,-125,,1345.050557
322498,-47,-1345,46,-36,-16,-86,213,7776,-132,-125,,1346.606847
322506,-43,-1340,22,-43,7,-87,213,7776,-132,-125,,1340.87024
322512,-43,-1340,22,-64,4,-90,212,7774,-161,-126,,1340.87024
322521,-36,-1340,8,-64,4,-90,212,7774,-161,-126,,1340.507367
322527,-46,-1343,-18,-69,-39,-89,212,7774,-161,-126,,1343.908107
322535,-46,-1343,-18,-67,-43,-98,228,7771,-182,-126,,1343.908107
322541,-43,-1332,-8,-67,-43,-98,228,7771,-182,-126,,1332.7179
322568,-32,-1334,-30,-81,-26,-103,220,7778,-220,-126,,1334.720945
322576,-20,-1331,8,-79,-29,-104,206,7775,-164,-126,,1331.174294
322582,-20,-1331,8,-79,-29,-104,206,7775,-164,-126,,1331.174294
322590,-36,-1352,-5,-73,15,-106,206,7775,-164,-126,,1352.488447
322596,-3,-1337,-13,-77,15,-98,209,7795,-101,-126,,1337.066565
322603,-3,-1337,-39,-77,15,-98,209,7795,-101,-126,,1337.572054
322611,-18,-1341,-39,-87,-13,-93,205,7789,-204,-126,,1341.687743
322617,-8,-1339,-65,-80,-32,-89,205,7789,-204,-126,,1340.600612
322625,-18,-1349,-79,-80,-32,-89,205,7789,-204,-126,,1351.431093
322631,-18,-1349,-79,-68,-24,-79,194,7792,-185,-126,,1351.431093
322658,-30,-1336,-63,-49,-33,-70,211,7785,-199,-126,,1337.82099
322666,-23,-1344,-26,-49,-33,-70,211,7785,-199,-126,,1344.448214
322672,-23,-1335,-32,-37,-22,-76,211,7786,-193,-126,,1335.581521
322680,-26,-1335,-32,-34,-6,-71,211,7786,-193,-126,,1335.636552
322686,-9,-1340,-32,-34,-6,-71,211,7786,-193,-126,,1340.41225
322695,-27,-1350,-42,-33,-20,-67,221,7791,-207,-126,,1350.923018
322701,-27,-1350,-42,-34,-34,-59,221,7791,-207,-126,,1350.923018
322709,-16,-1340,-38,-34,-34,-59,221,7791,-207,-126,,1340.634178
322715,-30,-1335,-35,-35,-44,-53,207,7786,-171,-126,,1335.795643
322723,-44,-1328,-50,-13,-36,-63,207,7786,-171,-126,,1329.669132
322750,-46,-1342,-2,-12,-63,-67,222,7778,-161,-126,,1342.789634
322756,-37,-1333,21,-7,-38,-69,222,7778,-161,-126,,1333.678747
322764,-46,-1340,44,-23,-28,-74,222,7778,-161,-126,,1341.511088
322770,-46,-1340,44,-23,-28,-74,225,7800,-173,-126,,1341.511088
322777,-42,-1328,14,-35,-34,-75,225,7800,-173,-126,,1328.737747
322785,-56,-1340,0,-40,-28,-80,225,7800,-173,-126,,1341.169639
322791,-50,-1345,-4,-40,-28,-80,231,7769,-221,-126,,1345.934991
322799,-50,-1345,-4,-37,-17,-88,231,7769,-221,-126,,1345.934991
322805,-36,-1339,-17,-37,-20,-96,231,7769,-221,-125,,1339.591729
322813,-34,-1343,-3,-37,-20,-95,216,7781,-161,-125,,1343.43366
322840,-46,-1335,52,-48,1,-95,213,7790,-40,-126,,1336.804025
322846,-35,-1342,59,-69,-1,-108,223,7786,-160,-126,,1343.752209
322854,-41,-1341,38,-69,-1,-108,223,7786,-160,-126,,1342.164669
322861,-38,-1339,26,-78,14,-112,223,7786,-160,-126,,1339.791402
322869,-38,-1339,26,-85,39,-106,233,7771,-165,-126,,1339.791402
322875,-39,-1329,-30,-85,39,-106,233,7771,-165,-126,,1329.910523
322883,-25,-1339,-64,-90,57,-106,233,7771,-165,-126,,1340.761724
322889,-12,-1330,-39,-84,49,-110,222,7798,-137,-126,,1330.625793
322897,-12,-1330,-39,-80,39,-106,222,7798,-137,-126,,1330.625793
322904,-15,-1343,-19,-80,39,-106,222,7798,-137,-126,,1343.218151
322930,1,-1355,-9,-79,18,-94,216,7784,-77,-126,,1355.030258
322938,1,-1355,-9,-79,18,-94,216,7784,-77,-126,,1355.030258
322945,-5,-1339,-33,-87,7,-87,216,7784,-77,-128,,1339.415917
322951,-10,-1334,-93,-90,18,-74,227,7786,-228,-128,,1337.275215
322959,-16,-1340,-99,-90,18,-79,227,7786,-228,-128,,1343.747372
322965,-16,-1340,-99,-84,-1,-79,242,7788,-179,-126,,1343.747372
